Identifier,Lat,Long
LACL_KONTL_KL005_Archived,60.184830700,-154.039803400
LACL_TANAR_002,60.185155560,-154.813772200
LACL_CHULR_002,60.185526670,-154.829643200
LACL_KONTL_KU007_Archived,60.186626300,-154.031015500
LACL_KONTL_KL002_Archived,60.189235000,-154.139319300
LACL_KONTL_KL010_Archived,60.189244100,-154.130273000
LACL_KONTL_KL007_Archived,60.189298400,-154.048855300
LACL_PORTA_BEACH,60.190090000,-154.352810000
LACL_PORTA_BEACH_001,60.190780000,-154.352950000
LACL_KONTL_KL003_Archived,60.193745000,-154.094100200
LACL_KONTL_KL006_Archived,60.193769100,-154.048861900
LACL_TANAR_001,60.197940000,-154.343030000
LACL_KONTL_KL009_Archived,60.198221700,-154.085064100
LACL_HARDB_001,60.204378000,-154.307097000
LACL_LCLAR_M007,60.216370000,-154.306140000
LACL_LCLAR_M007_Archived,60.216370000,-154.306140000
LACL_LCLAR_M010,60.216410000,-154.288030000
LACL_LCLAR_M010_Archived,60.216410000,-154.288030000
LACL_CURRC_002,60.228555560,-153.802944400
LACL_LCLAR_M005,60.234250000,-154.306300000
LACL_LCLAR_M005_Archived,60.234250000,-154.306300000
LACL_LCLAR_M002,60.261150000,-154.270290000
LACL_LCLAR_M002_Archived,60.261150000,-154.270290000
LACL_LCLAR_01_TEMP_Archived,60.261301000,-154.241202000
LACL_LCLAR_01_TEMP,60.265750000,-154.231870000
LACL_LCLAR_TEMP_03,60.267050000,-154.243166667
LACL_LCLAR_M003,60.270220000,-154.197820000
LACL_LCLAR_M003_Archived,60.270220000,-154.197820000
LACL_LCLAR_M006,60.279280000,-154.089010000
LACL_LCLAR_M006_Archived,60.279280000,-154.089010000
LACL_CHULL_001,60.280194440,-154.267111100
LACL_CHULL_BEACH,60.280550000,-154.266420000
LACL_KIJIL_INLET_001,60.285049000,-154.344546000
LACL_KIJIR_001,60.285680000,-154.226610000
LACL_KIJIL_BEACH,60.286340000,-154.346440000
LACL_KIJIL_001,60.286366670,-154.346994400
LACL_LCLAR_M009,60.288130000,-154.179780000
LACL_LCLAR_M009_Archived,60.288130000,-154.179780000
LACL_KIJIL_KI007_Archived,60.288531600,-154.345546500
LACL_KIJIL_KI001_Archived,60.290778400,-154.341033000
LACL_KIJIL_KI002_Archived,60.290789800,-154.336495800
LACL_KIJIL_KI013_Archived,60.293002030,-154.345593000
LACL_KIJIL_01_TEMP_Archived,60.297221000,-154.329852000
LACL_KIJIL_KI004_Archived,60.297495600,-154.336564800
LACL_KIJIL_KI008,60.297517900,-154.327488500
LACL_KIJIK_KI008_Archived,60.297517900,-154.327488500
LACL_KIJIL_01_TEMP,60.297750000,-154.329567000
LACL_LCLAR_U001,60.298070000,-154.081570000
LACL_LCLAR_U001- Archived,60.298070000,-154.081570000
LACL_KIJIR_002,60.300278000,-154.245601000
LACL_KIJIL_KI011_Archived,60.304245010,-154.318477000
LACL_KIJIL_KI005_Archived,60.304256100,-154.313938500
LACL_LCLAR_U004,60.307000000,-154.099750000
LACL_LCLAR_U004_Archived,60.307000000,-154.099750000
LACL_LCLAR_U007,60.307040000,-154.027120000
LACL_LCLAR_U007_Archived,60.307040000,-154.027120000
LACL_LKIJR_002,60.307110000,-154.290270000
LACL_KIJILO_HOBO,60.307160000,-154.290600000
LACL_KIJILO_Q,60.307176000,-154.290499000
LACL_KIJILO_Archived,60.307176000,-154.290499000
LACL_LKIJR_001,60.307233330,-154.295500000
LACL_LKIJR_STREAM,60.307270000,-154.291020000
LACL_PRCRE_001,60.307805560,-154.230944400
LACL_CURRC_001,60.308230000,-154.003060000
LACL_KIJIL_KI009_Archived,60.308694300,-154.327600500
LACL_KIJIL_KI006_Archived,60.308705200,-154.323060800
LACL_KIJIR_003,60.309167000,-154.263799000
LACL_KIJIL_KI003_Archived,60.310961900,-154.314002900
LACL_LCLAR_U010,60.315980000,-153.990800000
LACL_LCLAR_U010_Archived,60.315980000,-153.990800000
LACL_LCLAR_TEMP_04,60.317483333,-154.057183333
LACL_LCLAR_U008,60.324920000,-154.027140000
LACL_LCLAR_U008_Archived,60.324920000,-154.027140000
LACL_LCLAR_TEMP_05,60.336433333,-154.007516667
LACL_LCLAR_U005,60.342800000,-153.954440000
LACL_LCLAR_U005_Archived,60.342800000,-153.954440000
LACL_CRESL_CR010_Archived,60.358744500,-152.873572300
LACL_CRESL_CR001_Archived,60.358969200,-152.900848700
LACL_LCLAR_U002,60.360650000,-153.899850000
LACL_CRESL_CR002_Archived,60.360650000,-153.899850000
LACL_LCLAR_U002_Archived,60.360650000,-153.899850000
LACL_LCLAR_U003,60.360660000,-153.918040000
LACL_LCLAR_U003_Archived,60.360660000,-153.918040000
LACL_CRESL_CR004_Archived,60.363801500,-152.946165800
LACL_CRESL_CR007_Archived,60.367834800,-152.891452900
LACL_CRESL_CR005_Archived,60.367982800,-152.909642300
LACL_CRESL_CR008_Archived,60.368271500,-152.946021500
LACL_LCLAR_U006,60.369610000,-153.936210000
LACL_LCLAR_U009,60.369610000,-153.918020000
LACL_LCLAR_U009_Archived,60.369610000,-153.918020000
LACL_LCLAR_U006_Archived,60.369610000,-153.936210000
LACL_CRESL_CR009_Archived,60.372951600,-152.973165700
LACL_CRESL_CR003_Archived,60.373020400,-152.982261900
LACL_CRESL_CR002,60.373430000,-152.965590000
LACL_CRESL_CR006_Archived,60.381960400,-152.981983000
LACL_TLIKR_001,60.392130000,-153.814440000
LACL_LLCLA_LI001,60.400800000,-153.719900000
LACL_LLCLA_LI001_Archived,60.412580000,-153.689530000
LACL_LLCLA_001,60.417697220,-153.698808300
LACL_CHOKR_001,60.437130000,-153.608360000
LACL_LACHL_LA003_Archived,60.477758000,-154.038625000
LACL_LACHL_LA008_Archived,60.479995000,-154.034064000
LACL_LACHL_LA007_Archived,60.479996000,-154.029500000
LACL_LACHL_LA002_Archived,60.482233000,-154.020374000
LACL_LACHL_LA004_Archived,60.486704000,-154.011248000
LACL_LACHL_LA001,60.486705000,-154.002119000
LACL_LACHL_LA001_Archived,60.486710000,-154.002120000
LACL_FISHL_FI001,60.486940000,-154.349050000
LACL_FISHL_FI001_Archived,60.486940000,-154.349050000
LACL_LACHL_LA010_Archived,60.488939000,-154.011249000
LACL_LACHL_LA006_Archived,60.488940000,-154.002119000
LACL_LACHL_LA012_Archived,60.491175000,-154.002119000
LACL_LACHL_LA005_Archived,60.493410000,-154.006685000
LACL_TLIKR_STREAM,60.499370000,-153.686650000
LACL_PORTL_PO001_Archived,60.504840000,-153.861650000
LACL_PORTL_PO001,60.505600000,-153.865900000
LACL_TLIKR_002,60.553097220,-153.508955600
LACL_SNIPL_SN001_Archived,60.617900000,-154.299070000
LACL_SNIPL_SN001,60.628900000,-154.299200000
LACL_LTWIL_LT001_Archived,60.635770000,-153.951590000
LACL_UTWIL_UT001_Archived,60.639530000,-153.856950000
LACL_LTWIL_LT001,60.646200000,-153.992200000
LACL_UTWIL_UT001,60.652700000,-153.821900000
LACL_TURQL_TU001,60.786400000,-153.946200000
WRST_TANA2,60.908000000,-142.901300000
LACL_TELAL_SWBEACH_001,60.927783000,-153.935050000
LACL_TELAL_GRAYC_001,60.935150000,-153.822350000
LACL_TELAL_SBEACH_001,60.943800000,-153.752650000
LACL_TELAL_01_TEMP,60.945080000,-153.844890000
LACL_TELAL_TE001,60.948900000,-153.871700000
LACL_TELAL_TRAIC_001,60.951350000,-154.058867000
LACL_TELAL_TE001_Archived,60.952320000,-153.804400000
LACL_TURQL_TU001_Archived,60.952320000,-153.804400000
LACL_TELAL_BEAR_CREEK_II_001,60.953950000,-153.750200000
LACL_TELAL_PHYLLIS'_CREEK_001,60.956050000,-153.752700000
LACL_TELAR_001,60.958850000,-154.046983000
LACL_TELAL_GUT_001,60.962883000,-153.929033000
LACL_TELAL_OUTLET_001,60.964917000,-154.029583000
LACL_TELAL_RANGER_CABIN_BAY_001,60.985817000,-153.941700000
LACL_TWOL_TW001_Archived,61.130370000,-153.788160000
LACL_TWOL_TW001,61.132000000,-153.774300000
WRST_TEBA2,61.181000000,-144.342200000
WRST_CTUA2,61.273600000,-142.620900000
WRST-072,61.366593000,-143.429155000
WRST-043,61.375280000,-143.346580000
WRST-051,61.377460400,-143.314054100
WRST-013,61.439212430,-143.716480800
WRST-040,61.455228780,-143.763530200
WRST_GGLA2,61.602880000,-143.013220000
WRST_CREA2,62.124020000,-141.847330000
WRST-GRTS-130,62.463987700,-143.105184400
WRST-004,62.504570000,-143.159600000
WRST-060,62.532894000,-143.284238000
WRST-Little Jack,62.546778420,-143.331178240
WRST-015,62.550804000,-143.405462000
WRST-016,62.556687000,-143.375253000
WRST-006,62.565110400,-143.432747500
CZOA2,62.565300000,-144.664700000
WRST-039,62.573226280,-143.518311800
WRST-005,62.625553000,-143.681586000
WRST-036,62.659674000,-143.843121000
DENA_RuthGlacier_test,62.709722000,-150.539722000
NABA2,62.791027000,-142.169227900
DENA_Denali14k_HOBO,63.070329000,-151.087059000
DENA_Denali16k_HOBO,63.078191000,-151.079922000
DENA_Denali17k_HOBO,63.081003000,-151.659212000
DENA_DKLA2,63.267500000,-149.539170000
DENA_RUGA2,63.267500000,-149.539170000
DENA_EVCA2,63.431390000,-150.309440000
DENA-011,63.432086170,-150.297396000
DENA-015,63.446353224,-150.839010448
DENA-008,63.450735157,-150.246672769
DENA-029,63.495857540,-150.889845180
DENA-034,63.496772665,-150.881391552
DENA-GRTS-010,63.515879034,-150.910264817
DENA_TKLA2,63.524170000,-150.043330000
DENA-018,63.551035000,-152.444115000
DENA-GRTS-014,63.557125000,-149.780656050
DENA-017,63.567804341,-149.640261884
DENA-GRTS-060,63.608332977,-149.586357553
DENA-GRTS-084,63.608332980,-149.586357550
DENA-GRTS-104,63.720905166,-149.476770710
DENA-021,63.722041760,-149.432188220
DENA-001,63.723487900,-148.964058100
DENA_SMPA2,63.747780000,-150.328060000
DENA_WIGA2,63.814220000,-150.109420000
LMHA2,63.887600000,-152.305800000
DENA-023,63.917946000,-151.813664000
DENA-161,63.980000000,-150.638000000
YUCH_UPRA2,64.516670000,-143.202220000
Totchaket,64.780000000,-149.201000000
BELA_ELLA2,65.275200000,-163.820130000
YUCH_CLCA2,65.313890000,-143.132220000
YUCH-082,65.332734500,142.943443000
YUCH-083,65.345000000,142.737000000
YUCH-008,65.353612000,-143.320982000
YUCH-010,65.374157000,-143.193689000
YUCH-004,65.437118000,-143.562836000
YUCH-005,65.476840000,-143.664835000
BELA_MITA2,65.820300000,-164.542800000
BELA_SRTA2,65.852300000,-164.707800000
BELA-088,65.998666000,-165.641848000
BELA-108,66.294367000,-163.936797000
BELA_DVLA2,66.295940000,-164.520420000
BELA-110,66.342473000,-164.009991000
KAVA2,67.137500000,-159.046100000
CAKR_MNOA2,67.141400000,-162.994500000
KOVA-085,67.147098000,-158.503148000
KOVA-086,67.151306000,-158.579091000
KOVA_SRWA2,67.459900000,-159.841300000
NOAT_ASIA2,67.474900000,-162.266400000
NOAT-107,67.494133000,-162.706866000
NOAT_IMYA2,67.544800000,-157.077400000
CAKR_TAHA2,67.550200000,-163.567200000
NOAT_KAUA2,67.573400000,-158.431700000
GAAR_RAMA2,67.624300000,-154.344600000
GAAR_CHMA2,67.714200000,-150.585000000
GAAR_PAMA2,67.766300000,-152.164200000
NOAT-052,67.921518000,-161.902492000
KELA2,67.929719000,-162.295831000
GAAR_KLIA2,67.983500000,-155.013000000
NOAT_SSIA2,67.995000000,-160.395700000
NOAT_HOWA2,68.156000000,-156.895800000
NOAT_KUGA2,68.316717000,-161.491967000
